X,Y,OBJECTID,LOCNUM,CONAME,STREET,CITY,STATE,STATE_NAME,ZIP,ZIP4,NAICS,SIC,SALESVOL,HDBRCH,ULTNUM,PUBPRV,EMPNUM,FRNCOD,ISCODE,SQFTCODE,LOC_NAME,STATUS,SCORE,SOURCE,REC_TYPE
-122.4041,37.793,11022615,725640037,STREET FOOD MARKET,CALIFORNIA ST,SAN FRANCISCO,CA,California,94104,1033,44511001,541101,802.00000000000,,000000000,,3.00000000000,,,4,PointAddress,M,100.00000000000,INFOGROUP,0
-122.3994,37.7877,11257134,729686135,GRUBBIES CORP,2ND ST,SAN FRANCISCO,CA,California,94105,3625,44511002,541104,535.00000000000,,000000000,,2.00000000000,,,2,StreetAddress,M,100.00000000000,INFOGROUP,0
-122.4008,37.79,5178868,435407654,MARKET LYTTON LLC,PO BOX 500,SAN FRANCISCO,CA,California,94104,0500,44511001,541101,802.00000000000,,000000000,,3.00000000000,,,2,Postal,M,100.00000000000,INFOGROUP,2
-122.4008,37.7901,9188785,715081096,PHENOMENAL FOODS LLC,MARKET ST,SAN FRANCISCO,CA,California,94104,5401,44511002,541104,1871.00000000000,,000000000,,7.00000000000,,,5,PointAddress,M,100.00000000000,INFOGROUP,0
-122.4006,37.7919,10352533,722210100,FOOD MANIA INC,SANSOME ST,SAN FRANCISCO,CA,California,94104,3713,44511002,541104,1871.00000000000,,000000000,,7.00000000000,,,5,PointAddress,M,100.00000000000,INFOGROUP,0
-122.4004,37.7926,8938132,712390514,WINN-DIXIE STORES INC,CALIFORNIA ST,SAN FRANCISCO,CA,California,94104,2606,44511003,541105,535.00000000000,,000000000,,2.00000000000,,,4,PointAddress,M,100.00000000000,INFOGROUP,0
-122.4008,37.7932,8944641,712478192,RALEY'S,CALIFORNIA ST,SAN FRANCISCO,CA,California,94104,1402,44511003,541105,26723.00000000000,2,453561680,,100.00000000000,i,,8,PointAddress,M,100.00000000000,INFOGROUP,0
-122.3959,37.7908,5636069,440282033,SOUTH OF MARKET FOUNDATION,MISSION ST,SAN FRANCISCO,CA,California,94105,2243,44511003,541105,535.00000000000,,000000000,,2.00000000000,,,3,PointAddress,M,100.00000000000,INFOGROUP,0
-122.3972,37.7932,10129067,720930447,LENDINGHOME MARKETPLACE LLC,CALIFORNIA ST,SAN FRANCISCO,CA,California,94111,5401,44511001,541101,802.00000000000,,000000000,,3.00000000000,,,4,PointAddress,M,100.00000000000,INFOGROUP,0
-122.4185,37.7952,80736,102257565,SAM CHUN GROCERY & FOOD,HYDE ST,SAN FRANCISCO,CA,California,94109,8942,44511003,541105,535.00000000000,,000000000,,2.00000000000,,,1,PointAddress,M,100.00000000000,INFOGROUP,0
-122.4188,37.799,80739,102258126,SEARCHLIGHT MKT,HYDE ST,SAN FRANCISCO,CA,California,94109,2039,44511003,541105,268.00000000000,,000000000,,1.00000000000,,,1,PointAddress,M,100.00000000000,INFOGROUP,0
-122.4192,37.797,2846487,405780931,LONELY RIVER INTL CO,VALLEJO ST,SAN FRANCISCO,CA,California,94109,2601,44511003,541105,535.00000000000,,000000000,,2.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-122.4148,37.796,7548282,662852151,NEW RUSSIAN HILL MARKET,PACIFIC AVE,SAN FRANCISCO,CA,California,94133,4212,44511003,541105,535.00000000000,,000000000,,2.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-122.4079,37.7952,80479,102224284,GOLDEN WAY TRADING CO,STOCKTON ST,SAN FRANCISCO,CA,California,94108,1110,44511003,541105,802.00000000000,,000000000,,3.00000000000,,,1,PointAddress,M,100.00000000000,INFOGROUP,0
-122.4076,37.7999,82775,102499266,GRANT & GREEN MARKET,GRANT AVE,SAN FRANCISCO,CA,California,94133,3303,44511003,541105,535.00000000000,,000000000,,2.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-122.4089,37.796,82796,102501236,J C MARKET,JACKSON ST,SAN FRANCISCO,CA,California,94133,4817,44511003,541105,1871.00000000000,,000000000,,7.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-122.4077,37.8004,82846,102507829,S & S GROCERY,GRANT AVE,SAN FRANCISCO,CA,California,94133,3303,44511003,541105,802.00000000000,,000000000,,3.00000000000,,,1,PointAddress,M,100.00000000000,INFOGROUP,0
-122.4103,37.7986,82897,102512555,SUN SUN GROCERY,POWELL ST,SAN FRANCISCO,CA,California,94133,3806,44511003,541105,1604.00000000000,,000000000,,6.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-122.4087,37.7963,805592,179160627,PACIFIC SEAFOOD TRADING CO,STOCKTON ST,SAN FRANCISCO,CA,California,94133,4906,44511003,541105,535.00000000000,,000000000,,2.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-122.408,37.7968,809025,181132762,GUM SHING MARKET INC,PACIFIC AVE,SAN FRANCISCO,CA,California,94133,4440,44511003,541105,535.00000000000,,000000000,,2.00000000000,,,2,StreetAddress,M,100.00000000000,INFOGROUP,0
-122.4077,37.795,908506,212279194,SI HONG FENG,WASHINGTON ST,SAN FRANCISCO,CA,California,94108,1208,44511003,541105,535.00000000000,,000000000,,2.00000000000,,,2,StreetAddress,M,100.00000000000,INFOGROUP,0
-122.4088,37.7973,933317,214888224,HO KEE MARKET,STOCKTON ST,SAN FRANCISCO,CA,California,94133,4310,44511003,541105,535.00000000000,,000000000,,2.00000000000,,,1,PointAddress,M,100.00000000000,INFOGROUP,0
-122.4101,37.7955,1098350,232574079,NOODLE CITY,POWELL ST,SAN FRANCISCO,CA,California,94108,1105,44511003,541105,802.00000000000,,000000000,,3.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-122.4088,37.7974,1386091,262297849,KUM LUEN,STOCKTON ST,SAN FRANCISCO,CA,California,94133,4310,44511003,541105,535.00000000000,,000000000,,2.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-122.4077,37.7957,1688387,365176775,MING LEE TRADING LEE,JACKSON ST,SAN FRANCISCO,CA,California,94133,4911,44511003,541105,535.00000000000,,000000000,,2.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-122.4085,37.796,1866037,388111049,SHENG HING MARKET INC,STOCKTON ST,SAN FRANCISCO,CA,California,94133,4994,44511003,541105,535.00000000000,,000000000,,2.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-122.408,37.7961,3560477,416036221,CITY SUPER,STOCKTON ST,SAN FRANCISCO,CA,California,94133,4907,44511003,541105,535.00000000000,,000000000,,2.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-122.4085,37.7955,5035928,434016220,VEGILAND MARKET INC,STOCKTON ST,SAN FRANCISCO,CA,California,94108,1109,44511001,541101,802.00000000000,,000000000,,3.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-122.4085,37.7955,5109322,434746421,MEI'S GROCERIES INC,STOCKTON ST,SAN FRANCISCO,CA,California,94108,1109,44511003,541105,535.00000000000,,000000000,,2.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-122.4082,37.7975,5313238,436750766,TAI HING INC,BROADWAY,SAN FRANCISCO,CA,California,94133,4405,44511003,541105,535.00000000000,,000000000,,2.00000000000,,,1,PointAddress,M,100.00000000000,INFOGROUP,0
-122.408,37.8006,5383937,437408761,DIMENSION HILL FOODS INC,UNION ST,SAN FRANCISCO,CA,California,94133,3314,44511003,541105,535.00000000000,,000000000,,2.00000000000,,,3,StreetAddress,M,100.00000000000,INFOGROUP,0
-122.409,37.7959,5830634,457905438,GOLDEN MOUNTAIN MARKET,JACKSON ST,SAN FRANCISCO,CA,California,94133,4853,44511003,541105,1337.00000000000,,000000000,,5.00000000000,,,3,PointAddress,M,100.00000000000,INFOGROUP,0
-122.4084,37.7975,5830944,457943140,KIN TAT CO,STOCKTON ST,SAN FRANCISCO,CA,California,94133,4312,44511003,541105,1871.00000000000,,000000000,,7.00000000000,,,3,PointAddress,M,100.00000000000,INFOGROUP,0
-122.4078,37.7961,6169246,495832461,SEASONING FOOD SPECIAL,JACKSON ST,SAN FRANCISCO,CA,California,94133,4909,44511003,541105,1337.00000000000,,000000000,,5.00000000000,,,3,PointAddress,M,100.00000000000,INFOGROUP,0
-122.4084,37.7975,7179741,625115639,JING YE CO,STOCKTON ST,SAN FRANCISCO,CA,California,94133,4312,44511003,541105,535.00000000000,,000000000,,2.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-122.4091,37.7987,8853065,711797355,JW & L MARKET,STOCKTON ST,SAN FRANCISCO,CA,California,94133,3817,44511001,541101,802.00000000000,,000000000,,3.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-122.4087,37.7969,9264159,715447056,J & L VEGI SUPERMARKET INC,STOCKTON ST,SAN FRANCISCO,CA,California,94133,4310,44511003,541105,535.00000000000,,000000000,,2.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-122.4084,37.7969,9583982,717930776,DONG HING,STOCKTON ST,SAN FRANCISCO,CA,California,94133,4311,44511003,541105,535.00000000000,,000000000,,2.00000000000,,,2,StreetAddress,M,100.00000000000,INFOGROUP,0
-122.4087,37.7969,10002537,720278387,J & L MARKET,STOCKTON ST,SAN FRANCISCO,CA,California,94133,4310,44511003,541105,535.00000000000,,000000000,,2.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-122.4113,37.8014,10064473,720604249,BODEGA,COLUMBUS AVE,SAN FRANCISCO,CA,California,94133,2702,44511003,541105,535.00000000000,,000000000,,2.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-122.4084,37.7979,12212124,834832719,PANG KEE BARGAIN MARKET,STOCKTON ST,SAN FRANCISCO,CA,California,94133,3807,44511003,541105,1604.00000000000,,000000000,,6.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-122.4084,37.7984,12983427,974407595,SUN KAU SHING CO INC,STOCKTON ST,SAN FRANCISCO,CA,California,94133,3807,44511003,541105,1337.00000000000,,000000000,,5.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-122.4087,37.7969,13062666,985258813,SAVE SUPERMARKET,STOCKTON ST,SAN FRANCISCO,CA,California,94133,4310,44511003,541105,2673.00000000000,,000000000,,10.00000000000,,,4,PointAddress,M,100.00000000000,INFOGROUP,0
-122.41,37.8031,82809,102503521,LOMBARD HEIGHTS MARKET,STOCKTON ST,SAN FRANCISCO,CA,California,94133,2908,44511003,541105,535.00000000000,,000000000,,2.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-122.4143,37.805,1307781,255082836,TRADER JOE'S,BAY ST,SAN FRANCISCO,CA,California,94133,1860,44511003,541105,21379.00000000000,2,305504573,,80.00000000000,+,,5,PointAddress,M,100.00000000000,INFOGROUP,0
-122.4129,37.8062,12209853,834385023,SAFEWAY,BAY ST,SAN FRANCISCO,CA,California,94133,1947,44511003,541105,26723.00000000000,2,579284589,,100.00000000000,V,,7,PointAddress,M,100.00000000000,INFOGROUP,0
-122.4069,37.7962,1396031,263314833,CHINA DRAGON TRADING INC,JACKSON ST,SAN FRANCISCO,CA,California,94133,4903,44511003,541105,268.00000000000,,000000000,,1.00000000000,,,1,PointAddress,M,100.00000000000,INFOGROUP,0
-122.4062,37.7982,1953168,396815482,NORTH BEACH MARKET & DELI,BROADWAY,SAN FRANCISCO,CA,California,94133,4507,44511003,541105,535.00000000000,,000000000,,2.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-122.407,37.797,2214260,401676807,MEI SHENG MARKET,GRANT AVE,SAN FRANCISCO,CA,California,94133,4407,44511001,541101,802.00000000000,,000000000,,3.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-122.4072,37.7949,3331194,414713926,CHUNG INC,WASHINGTON ST,SAN FRANCISCO,CA,California,94108,1254,44511002,541104,1871.00000000000,,000000000,,7.00000000000,,,3,PointAddress,M,100.00000000000,INFOGROUP,0
-122.4054,37.796,4285468,425581759,PEOPLE'S GROCERY,JACKSON ST,SAN FRANCISCO,CA,California,94133,5006,44511003,541105,535.00000000000,,000000000,,2.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-122.406,37.7979,5107946,434738419,B & P FOOD ENTERPRISES INC,BROADWAY,SAN FRANCISCO,CA,California,94133,4506,44511002,541104,1871.00000000000,,000000000,,7.00000000000,,,4,StreetAddress,M,100.00000000000,INFOGROUP,0
-122.4046,37.7961,9267353,715462744,ANAYA FOOD INC,JACKSON ST,SAN FRANCISCO,CA,California,94133,5113,44511002,541104,1871.00000000000,,000000000,,7.00000000000,,,1,PointAddress,M,100.00000000000,INFOGROUP,0
-122.407,37.797,9465656,717180857,MAY SUN MARKET LLC,GRANT AVE,SAN FRANCISCO,CA,California,94133,4407,44511003,541105,535.00000000000,,000000000,,2.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-122.4064,37.7972,10502870,723015687,HAPPINESS GROCERY STORE,PACIFIC AVE,SAN FRANCISCO,CA,California,94133,4410,44511003,541105,535.00000000000,,000000000,,2.00000000000,,,1,PointAddress,M,100.00000000000,INFOGROUP,0
-122.4065,37.7972,11044244,725735664,AMERICAN HUAMEI FOOD-BEVERAGE,PACIFIC AVE,SAN FRANCISCO,CA,California,94133,4455,44511002,541104,1871.00000000000,,000000000,,7.00000000000,,,4,PointAddress,M,100.00000000000,INFOGROUP,0
-122.4052,37.7972,11582255,735871201,GOLDEN GATE MARKET,PACIFIC AVE,SAN FRANCISCO,CA,California,94133,4641,44511001,541101,802.00000000000,,000000000,,3.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-122.406,37.7979,11726827,737548380,SANGAMSTAR FOOD INC,BROADWAY,SAN FRANCISCO,CA,California,94133,4506,44511003,541105,535.00000000000,,000000000,,2.00000000000,,,2,StreetAddress,M,100.00000000000,INFOGROUP,0
-122.4069,37.7955,13122608,992808592,NAN HAI CORP,GRANT AVE,SAN FRANCISCO,CA,California,94108,1301,44511003,541105,1604.00000000000,,000000000,,6.00000000000,,,3,PointAddress,M,100.00000000000,INFOGROUP,0
-122.4035,37.7948,8515034,708272642,MARKET BRIDGE,MONTGOMERY ST,SAN FRANCISCO,CA,California,94111,2608,44511001,541101,802.00000000000,,000000000,,3.00000000000,,,4,PointAddress,M,100.00000000000,INFOGROUP,0
-122.4074,37.7986,82787,102500501,NICK'S CORNER STORE,COLUMBUS AVE,SAN FRANCISCO,CA,California,94133,3915,44511003,541105,535.00000000000,,000000000,,2.00000000000,,,1,PointAddress,M,100.00000000000,INFOGROUP,0
-122.4068,37.7996,3332403,414730256,GOURMET CENTER INC,GREEN ST,SAN FRANCISCO,CA,California,94133,4001,44511003,541105,535.00000000000,,000000000,,2.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-122.4017,37.8005,10491864,722990125,GREENBOX FOODS LLC,GREEN ST,SAN FRANCISCO,CA,California,94111,1302,44511002,541104,1871.00000000000,,000000000,,7.00000000000,,,4,PointAddress,M,100.00000000000,INFOGROUP,0
-122.3988,37.7966,81038,102295656,SAFEWAY,JACKSON ST,SAN FRANCISCO,CA,California,94111,1915,44511003,541105,16034.00000000000,2,579284589,,60.00000000000,V,,7,PointAddress,M,100.00000000000,INFOGROUP,0
-122.3992,37.7956,8386743,707017451,DEL MONTE FOODS INC,CLAY ST,SAN FRANCISCO,CA,California,94111,,44511002,541104,1871.00000000000,2,436689799,,7.00000000000,,,6,PointAddress,M,100.00000000000,INFOGROUP,0
-122.3985,37.7948,11616379,736199483,5 FRIENDS FOODS INC,EMBARCADERO CTR,SAN FRANCISCO,CA,California,94111,3823,44511002,541104,1871.00000000000,,000000000,,7.00000000000,,,6,PointAddress,M,100.00000000000,INFOGROUP,0
-122.3961,37.795,9365583,716593594,YOOLI FOODS LLC,EMBARCADERO CTR,SAN FRANCISCO,CA,California,94111,4164,44511002,541104,1871.00000000000,,000000000,,7.00000000000,,,5,PointAddress,M,100.00000000000,INFOGROUP,0
-122.4041,37.8035,908493,212277776,RJ'S MARKET,SANSOME ST,SAN FRANCISCO,CA,California,94111,1154,44511003,541105,4009.00000000000,,000000000,,15.00000000000,,,4,PointAddress,M,100.00000000000,INFOGROUP,0
-122.3892,37.7841,12203783,833281744,BAYSIDE MARKET,BRANNAN ST,SAN FRANCISCO,CA,California,94107,6000,44511003,541105,4811.00000000000,,000000000,,18.00000000000,,,3,StreetAddress,M,100.00000000000,INFOGROUP,0
-122.3901,37.7875,1364662,260380977,PORTLAND-PACIFIC MARKET,MAIN ST,SAN FRANCISCO,CA,California,94105,2006,44511001,541101,802.00000000000,,000000000,,3.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-122.3906,37.7877,11425081,734395412,GABBY DELI,HARRISON ST,SAN FRANCISCO,CA,California,94105,2000,44511003,541105,535.00000000000,,000000000,,2.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-122.3929,37.7922,82386,102457900,RINCON MARKET,HOWARD ST,SAN FRANCISCO,CA,California,94105,1644,44511003,541105,2940.00000000000,,000000000,,11.00000000000,,,4,PointAddress,M,100.00000000000,INFOGROUP,0
-122.3939,37.7953,1110415,234002103,FROG HOLLOW FARM MKT,FERRY BUILDING,SAN FRANCISCO,CA,California,94111,4231,44511003,541105,2138.00000000000,,000000000,,8.00000000000,,,5,StreetAddress,M,100.00000000000,INFOGROUP,0
-122.3939,37.7953,1129556,236912325,VILLAGE MARKET KABO,FERRY BUILDING,SAN FRANCISCO,CA,California,94111,4229,44511003,541105,802.00000000000,,000000000,,3.00000000000,,,3,StreetAddress,M,100.00000000000,INFOGROUP,0
-122.3939,37.7953,3327939,414672353,BARSOTTI BROTHERS INC,FERRY BUILDING,SAN FRANCISCO,CA,California,94111,4227,44511003,541105,4009.00000000000,,000000000,,15.00000000000,,,7,StreetAddress,M,100.00000000000,INFOGROUP,0
-122.3939,37.7953,11238066,729079237,TOMALES BAY FOODS INC,FERRY BUILDING,SAN FRANCISCO,CA,California,94111,4289,44511002,541104,1871.00000000000,,000000000,,7.00000000000,,,5,StreetAddress,M,100.00000000000,INFOGROUP,0
-122.3719,37.8169,7836396,688770908,ISLAND MARKET & DELI,AVENUE OF THE PALMS AVE,SAN FRANCISCO,CA,California,94130,1810,44511003,541105,535.00000000000,,000000000,,2.00000000000,,,1,PostalExt,M,100.00000000000,INFOGROUP,0
-122.2948,37.7809,2860659,405999497,ROYAL BEVERAGE CO,ORION ST,ALAMEDA,CA,California,94501,,44511003,541105,552.00000000000,,000000000,,2.00000000000,,,2,StreetAddress,M,100.00000000000,INFOGROUP,0
-122.2985,37.81,12565340,889260600,SHRIF MARKET,WILLOW ST,OAKLAND,CA,California,94607,1419,44511003,541105,552.00000000000,,000000000,,2.00000000000,,,1,StreetAddress,M,100.00000000000,INFOGROUP,0
-122.3023,37.8375,85562,102826187,WATERGATE MARKET,POWELL ST,EMERYVILLE,CA,California,94608,1738,44511003,541105,1930.00000000000,,000000000,,7.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-122.2911,37.8415,1099863,232703991,COFFEE & SNACK SHOP,HORTON ST,EMERYVILLE,CA,California,94608,2055,44511003,541105,552.00000000000,,000000000,,2.00000000000,,,3,PointAddress,M,100.00000000000,INFOGROUP,0
-122.2951,37.8391,5784209,452165624,ANDRONICO'S COMMUNITY MARKETS,CHRISTIE AVE,EMERYVILLE,CA,California,94608,1970,44511003,541105,0.00000000000,3,204410534,,50.00000000000,,,8,PointAddress,M,100.00000000000,INFOGROUP,0
-122.2878,37.8378,5967966,473943553,GROCERY OUTLET INC,HOLLIS ST,EMERYVILLE,CA,California,94608,2505,44511003,541105,0.00000000000,3,457910685,,100.00000000000,,,8,PointAddress,M,100.00000000000,INFOGROUP,0
-122.2944,37.8371,6154028,494136484,TRADER JOE'S,CHRISTIE AVE,EMERYVILLE,CA,California,94608,2400,44511003,541105,16537.00000000000,2,305504573,,60.00000000000,+,,5,PointAddress,M,100.00000000000,INFOGROUP,0
-122.2932,37.8409,8899253,712036071,PUBLIC MARKET,SHELLMOUND ST,EMERYVILLE,CA,California,94608,1989,44511003,541105,552.00000000000,,000000000,,2.00000000000,,,3,StreetAddress,M,100.00000000000,INFOGROUP,0
-122.2892,37.8422,9573522,717888137,RIPPLE FOODS PBC,HOLLIS ST,EMERYVILLE,CA,California,94608,2008,44511002,541104,1103.00000000000,,000000000,,4.00000000000,,,3,PointAddress,M,100.00000000000,INFOGROUP,0
-122.2955,37.8402,10256014,721618880,AVALON PUBLIC MARKET,CHRISTIE AVE,EMERYVILLE,CA,California,94608,1934,44511003,541105,552.00000000000,,000000000,,2.00000000000,,,3,PointAddress,M,100.00000000000,INFOGROUP,0
-122.2996,37.8376,10283933,721790838,MARKET DEVELOPMENT INTL INC,POWELL ST,EMERYVILLE,CA,California,94608,1811,44511001,541101,552.00000000000,,000000000,,2.00000000000,,,4,PointAddress,M,100.00000000000,INFOGROUP,0
-122.267,37.7939,7441610,653466961,SMART FOODSERVICE WRHSE STORE,OAK ST,OAKLAND,CA,California,94607,4620,44511003,541105,2757.00000000000,,000000000,,10.00000000000,,,4,PointAddress,M,100.00000000000,INFOGROUP,0
-122.2805,37.7857,8370810,706886466,SAFEWAY,5TH ST,ALAMEDA,CA,California,94501,6550,44511003,541105,26183.00000000000,2,579284589,,95.00000000000,V,,7,PointAddress,M,100.00000000000,INFOGROUP,0
-122.2815,37.7868,10481140,722935323,K K FOODS LLC,5TH ST,ALAMEDA,CA,California,94501,6583,44511002,541104,1103.00000000000,,000000000,,4.00000000000,,,3,StreetAddress,M,100.00000000000,INFOGROUP,0
-122.2815,37.7868,10503243,723017492,POKE SALAD,5TH ST,ALAMEDA,CA,California,94501,6583,44511002,541104,1103.00000000000,,000000000,,4.00000000000,,,3,StreetAddress,M,100.00000000000,INFOGROUP,0
-122.2739,37.7833,12206902,833865686,LUCKY SUPERMARKETS,MARINA VILLAGE PKWY,ALAMEDA,CA,California,94501,1035,44511003,541105,22049.00000000000,2,304014038,,80.00000000000,,,8,PointAddress,M,100.00000000000,INFOGROUP,0
-122.271,37.7934,12970723,972698559,C & J UNITED FOOD CORP DR,JACKSON ST,OAKLAND,CA,California,94607,4323,44511002,541104,2757.00000000000,,000000000,,10.00000000000,,,4,PointAddress,M,100.00000000000,INFOGROUP,0
-122.2759,37.8007,2479541,403139800,SPECIALTY FOODS INC,8TH ST,OAKLAND,CA,California,94607,3903,44511002,541104,1103.00000000000,,000000000,,4.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-122.2751,37.7994,3331647,414720126,OPD SNACK BAR,7TH ST,OAKLAND,CA,California,94607,3940,44511005,541102,552.00000000000,,000000000,,2.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-122.2748,37.7965,10656865,723742085,J G P FOOD INC,FRANKLIN ST,OAKLAND,CA,California,94607,3822,44511003,541105,552.00000000000,,000000000,,2.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-122.2861,37.8097,815538,202785325,SUN BEAM MARKET,ADELINE ST,OAKLAND,CA,California,94607,2898,44511003,541105,276.00000000000,,000000000,,1.00000000000,,,1,StreetAddress,M,100.00000000000,INFOGROUP,0
-122.2774,37.8046,3864088,421487508,FOOD SPROUT,12TH ST,OAKLAND,CA,California,94607,3655,44511002,541104,1103.00000000000,,000000000,,4.00000000000,,,3,PointAddress,M,100.00000000000,INFOGROUP,0
-122.2849,37.8031,10758565,724228257,SALAM HALAL MARKET,7TH ST,OAKLAND,CA,California,94607,,44511003,541105,552.00000000000,,000000000,,2.00000000000,,,2,StreetAddress,M,100.00000000000,INFOGROUP,0
-122.2781,37.8094,11489634,734933003,CAMPBELL PARK STOP MARKET,17TH ST,OAKLAND,CA,California,94612,1018,44511001,541101,552.00000000000,,000000000,,2.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-122.273,37.8005,85418,102808813,M & A CASH & CARRY,9TH ST,OAKLAND,CA,California,94607,4001,44511003,541105,1103.00000000000,,000000000,,4.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-122.2708,37.7982,85453,102812666,NEW TIN'S MARKET,7TH ST,OAKLAND,CA,California,94607,4112,44511003,541105,2757.00000000000,,000000000,,10.00000000000,,,5,StreetAddress,M,100.00000000000,INFOGROUP,0
-122.2715,37.8001,85458,102813318,WAHING TRADING CO INC,9TH ST,OAKLAND,CA,California,94607,4242,44511003,541105,1103.00000000000,,000000000,,4.00000000000,,,1,StreetAddress,M,100.00000000000,INFOGROUP,0
-122.2729,37.8003,803977,178364717,HONG KONG TRADING CO,9TH ST,OAKLAND,CA,California,94607,4001,44511003,541105,1654.00000000000,,000000000,,6.00000000000,,,3,PointAddress,M,100.00000000000,INFOGROUP,0
-122.2724,37.7996,1466508,301586558,YET SUN MARKET,8TH ST,OAKLAND,CA,California,94607,4250,44511003,541105,2205.00000000000,,000000000,,8.00000000000,,,2,StreetAddress,M,100.00000000000,INFOGROUP,0
-122.271,37.7989,1863015,387786890,HUNG WAN SUPERMARKET,8TH ST,OAKLAND,CA,California,94607,4209,44511003,541105,1379.00000000000,,000000000,,5.00000000000,,,3,PointAddress,M,100.00000000000,INFOGROUP,0
-122.2701,37.8007,2117670,400682659,NUHERBS,WEBSTER ST,OAKLAND,CA,California,94607,4224,44511007,541108,552.00000000000,,000000000,,2.00000000000,,,1,PointAddress,M,100.00000000000,INFOGROUP,0
-122.2717,37.7987,2521895,403383157,GOOD LUCK MARKET,WEBSTER ST,OAKLAND,CA,California,94607,4227,44511001,541101,552.00000000000,,000000000,,2.00000000000,,,2,StreetAddress,M,100.00000000000,INFOGROUP,0
-122.2714,37.8001,3441977,415422220,OAKLAND MEI SHEN CO,9TH ST,OAKLAND,CA,California,94607,4242,44511003,541105,552.00000000000,,000000000,,2.00000000000,,,2,StreetAddress,M,100.00000000000,INFOGROUP,0
-122.272,37.7998,3994368,422470906,D & K MARKET,8TH ST,OAKLAND,CA,California,94607,4241,44511001,541101,276.00000000000,,000000000,,1.00000000000,,,1,PointAddress,M,100.00000000000,INFOGROUP,0
-122.2722,37.7993,4625319,427980448,WAH HANG NUMBER 2 MARKET,8TH ST,OAKLAND,CA,California,94607,4250,44511003,541105,552.00000000000,,000000000,,2.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-122.2708,37.7982,5338842,436985957,SUN TIN SUNG SUPERMARKET LLC,7TH ST,OAKLAND,CA,California,94607,4112,44511003,541105,552.00000000000,,000000000,,2.00000000000,,,2,StreetAddress,M,100.00000000000,INFOGROUP,0
-122.271,37.7989,5405985,438113265,E & F MARKET,8TH ST,OAKLAND,CA,California,94607,4209,44511003,541105,552.00000000000,,000000000,,2.00000000000,,,2,PointAddress,M,100.00000000000,INFOGROUP,0
-122.2677,37.8012,5807501,455158931,ASIAN INTERNATIONAL TRADES CO,12TH ST,OAKLAND,CA,California,94607,4440,44511002,541104,1103.00000000000,,000000000,,4.00000000000,,,1,StreetAddress,M,100.00000000000,INFOGROUP,0
-122.2693,37.7984,6154257,494169816,CHONG LONG MARKET,8TH ST,OAKLAND,CA,California,94607,4400,44511003,541105,276.00000000000,,000000000,,1.00000000000,,,1,StreetAddress,M,100.00000000000,INFOGROUP,0
-122.2724,37.7996,6788743,579902743,KING OF GROCERY,8TH ST,OAKLAND,CA,California,94607,4250,44511003,541105,552.00000000000,,000000000,,2.00000000000,,,2,StreetAddress,M,100.00000000000,INFOGROUP,0
